Pokedex with Leading 0,Pokedex Name,Full Name,Prefix,Name,Suffix,Form,National Pokedex,Deck: 1 - 97,Rename,Regional Pokedex,Type,,Generation,Images pokemondb,Images pokedex,Images bulbapedia
059, Arcanine,Arcanine,,Arcanine,,,59,x,059 - Arcanine,059,Fire,,I - Kanto,https://img.pokemondb.net/artwork/large/arcanine.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/059.png,https://bulbapedia.bulbagarden.net/wiki/File:059Arcanine.png
059,Hisuian Arcanine,Arcanine Hisui,,Arcanine,Hisui,,59,x,059 - Arcanine Hisui,059,Fire,,I - Kanto,https://img.pokemondb.net/artwork/large/arcanine-hisui.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/059.png,https://bulbapedia.bulbagarden.net/wiki/File:059Arcanine-Hisui.png
060, Poliwag,Poliwag,,Poliwag,,,60,,060 - Poliwag,060,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/poliwag.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/060.png,https://bulbapedia.bulbagarden.net/wiki/File:060Poliwag.png
061, Poliwhirl,Poliwhirl,,Poliwhirl,,,61,,061 - Poliwhirl,061,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/poliwhirl.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/061.png,https://bulbapedia.bulbagarden.net/wiki/File:061Poliwhirl.png
062, Poliwrath,Poliwrath,,Poliwrath,,,62,,062 - Poliwrath,062,Water,Fighting,I - Kanto,https://img.pokemondb.net/artwork/large/poliwrath.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/062.png,https://bulbapedia.bulbagarden.net/wiki/File:062Poliwrath.png
063, Abra,Abra,,Abra,,,63,x,063 - Abra,063,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/abra.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/063.png,https://bulbapedia.bulbagarden.net/wiki/File:063Abra.png
064, Kadabra,Kadabra,,Kadabra,,,64,x,064 - Kadabra,064,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/kadabra.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/064.png,https://bulbapedia.bulbagarden.net/wiki/File:064Kadabra.png
065, Alakazam,Alakazam,,Alakazam,,,65,x,065 - Alakazam,065,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/alakazam.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065.png,https://bulbapedia.bulbagarden.net/wiki/File:065Alakazam.png
065,Mega Alakazam,Alakazam Mega,,Alakazam,Mega,,65,x,065 - Alakazam Mega,065,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/alakazam-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065.png,https://bulbapedia.bulbagarden.net/wiki/File:065Alakazam-Mega.png
066, Machop,Machop,,Machop,,,66,,066 - Machop,066,Fighting,,I - Kanto,https://img.pokemondb.net/artwork/large/machop.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/066.png,https://bulbapedia.bulbagarden.net/wiki/File:066Machop.png
067, Machoke,Machoke,,Machoke,,,67,,067 - Machoke,067,Fighting,,I - Kanto,https://img.pokemondb.net/artwork/large/machoke.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/067.png,https://bulbapedia.bulbagarden.net/wiki/File:067Machoke.png
068, Machamp,Machamp,,Machamp,,,68,,068 - Machamp,068,Fighting,,I - Kanto,https://img.pokemondb.net/artwork/large/machamp.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068.png,https://bulbapedia.bulbagarden.net/wiki/File:068Machamp.png
068,Gigantamax Machamp,Machamp Gigantamax,,Machamp,Gigantamax,,68,,068 - Machamp Gigantamax,068,Fighting,,I - Kanto,https://img.pokemondb.net/artwork/large/machamp-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068.png,https://bulbapedia.bulbagarden.net/wiki/File:068Machamp-Gigantamax.png
069, Bellsprout,Bellsprout,,Bellsprout,,,69,,069 - Bellsprout,069,Grass,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/bellsprout.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/069.png,https://bulbapedia.bulbagarden.net/wiki/File:069Bellsprout.png
070, Weepinbell,Weepinbell,,Weepinbell,,,70,,070 - Weepinbell,070,Grass,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/weepinbell.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png,https://bulbapedia.bulbagarden.net/wiki/File:070Weepinbell.png
071, Victreebel,Victreebel,,Victreebel,,,71,,071 - Victreebel,071,Grass,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/victreebel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png,https://bulbapedia.bulbagarden.net/wiki/File:071Victreebel.png
072, Tentacool,Tentacool,,Tentacool,,,72,,072 - Tentacool,072,Water,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/tentacool.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png,https://bulbapedia.bulbagarden.net/wiki/File:072Tentacool.png
073, Tentacruel,Tentacruel,,Tentacruel,,,73,,073 - Tentacruel,073,Water,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/tentacruel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png,https://bulbapedia.bulbagarden.net/wiki/File:073Tentacruel.png
074, Geodude,Geodude,,Geodude,,,74,x,074 - Geodude,074,Rock,Ground,I - Kanto,https://img.pokemondb.net/artwork/large/geodude.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,https://bulbapedia.bulbagarden.net/wiki/File:074Geodude.png
074,Alolan Geodude,Geodude Alola,,Geodude,Alola,,74,x,074 - Geodude Alola,074,Rock,Ground,I - Kanto,https://img.pokemondb.net/artwork/large/geodude-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,https://bulbapedia.bulbagarden.net/wiki/File:074Geodude-Alola.png
076, Golem,Golem,,Golem,,,76,,076 - Golem,076,Rock,Ground,I - Kanto,https://img.pokemondb.net/artwork/large/golem.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png,https://bulbapedia.bulbagarden.net/wiki/File:076Golem.png
076,Alolan Golem,Golem Alola,,Golem,Alola,,76,,076 - Golem Alola,076,Rock,Ground,I - Kanto,https://img.pokemondb.net/artwork/large/golem-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png,https://bulbapedia.bulbagarden.net/wiki/File:076Golem-Alola.png
075, Graveler,Graveler,,Graveler,,,75,,075 - Graveler,075,Rock,Electric,I - Kanto,https://img.pokemondb.net/artwork/large/graveler.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,https://bulbapedia.bulbagarden.net/wiki/File:075Graveler.png
075,Alolan Graveler,Graveler Alola,,Graveler,Alola,,75,,075 - Graveler Alola,075,Rock,Electric,I - Kanto,https://img.pokemondb.net/artwork/large/graveler-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,https://bulbapedia.bulbagarden.net/wiki/File:075Graveler-Alola.png
105, Marowak,Marowak,,Marowak,,,105,,105 - Marowak,105,Ground,,I - Kanto,https://img.pokemondb.net/artwork/large/marowak.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,https://bulbapedia.bulbagarden.net/wiki/File:105Marowak.png
105,Alolan Marowak,Marowak Alola,,Marowak,Alola,,105,,105 - Marowak Alola,105,Ground,,I - Kanto,https://img.pokemondb.net/artwork/large/marowak-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,https://bulbapedia.bulbagarden.net/wiki/File:105Marowak-Alola.png
150, Mewtwo,Mewtwo,,Mewtwo,,,150,x,150 - Mewtwo,150,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/mewtwo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,https://bulbapedia.bulbagarden.net/wiki/File:150Mewtwo.png
150,Mega Mewtwo X,Mewtwo Mega X,,Mewtwo,Mega X,,150,x,150 - Mewtwo Mega X,150,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/mewtwo-mega-x.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,https://bulbapedia.bulbagarden.net/wiki/File:150Mewtwo-Mega-X.png
150,Mega Mewtwo Y,Mewtwo Mega Y,,Mewtwo,Mega Y,,150,x,150 - Mewtwo Mega Y,150,Psychic,Fighting,I - Kanto,https://img.pokemondb.net/artwork/large/mewtwo-mega-y.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,https://bulbapedia.bulbagarden.net/wiki/File:150Mewtwo-Mega-Y.png
146, Moltres,Moltres,,Moltres,,,146,,146 - Moltres,146,Fire,Flying,I - Kanto,https://img.pokemondb.net/artwork/large/moltres.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png,https://bulbapedia.bulbagarden.net/wiki/File:146Moltres.png
146,Galarian Moltres,Moltres Galar,,Moltres,Galar,,146,,146 - Moltres Galar,146,Fire,Flying,I - Kanto,https://img.pokemondb.net/artwork/large/moltres-galar.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png,https://bulbapedia.bulbagarden.net/wiki/File:146Moltres-Galar.png
081, Magnemite,Magnemite,,Magnemite,,,81,,081 - Magnemite,081,Electric,Steel,I - Kanto,https://img.pokemondb.net/artwork/large/magnemite.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png,https://bulbapedia.bulbagarden.net/wiki/File:081Magnemite.png
082, Magneton,Magneton,,Magneton,,,82,,082 - Magneton,082,Electric,Steel,I - Kanto,https://img.pokemondb.net/artwork/large/magneton.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png,https://bulbapedia.bulbagarden.net/wiki/File:082Magneton.png
122, Mr. Mime,Mr. Mime,,Mr. Mime,,,122,,122 - Mr. Mime,122,Psychic,Fairy,I - Kanto,https://img.pokemondb.net/artwork/large/mr.-mime.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,https://bulbapedia.bulbagarden.net/wiki/File:122Mr.-Mime.png
122,Galarian Mr. Mime,Mr. Mime Galar,,Mr. Mime,Galar,,122,,122 - Mr. Mime Galar,122,Psychic,Fairy,I - Kanto,https://img.pokemondb.net/artwork/large/mr.-mime-galar.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,https://bulbapedia.bulbagarden.net/wiki/File:122Mr.-Mime-Galar.png
084, Doduo,Doduo,,Doduo,,,84,,084 - Doduo,084,Normal,Flying,I - Kanto,https://img.pokemondb.net/artwork/large/doduo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png,https://bulbapedia.bulbagarden.net/wiki/File:084Doduo.png
085, Dodrio,Dodrio,,Dodrio,,,85,,085 - Dodrio,085,Normal,Flying,I - Kanto,https://img.pokemondb.net/artwork/large/dodrio.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png,https://bulbapedia.bulbagarden.net/wiki/File:085Dodrio.png
086, Seel,Seel,,Seel,,,86,,086 - Seel,086,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/seel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png,https://bulbapedia.bulbagarden.net/wiki/File:086Seel.png
087, Dewgong,Dewgong,,Dewgong,,,87,,087 - Dewgong,087,Water,Ice,I - Kanto,https://img.pokemondb.net/artwork/large/dewgong.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png,https://bulbapedia.bulbagarden.net/wiki/File:087Dewgong.png
088, Grimer,Grimer,,Grimer,,,88,,088 - Grimer,088,Poison,,I - Kanto,https://img.pokemondb.net/artwork/large/grimer.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,https://bulbapedia.bulbagarden.net/wiki/File:088Grimer.png
088,Alolan Grimer,Grimer Alola,,Grimer,Alola,,88,,088 - Grimer Alola,088,Poison,Dark,I - Kanto,https://img.pokemondb.net/artwork/large/grimer-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,https://bulbapedia.bulbagarden.net/wiki/File:088Grimer-Alola.png
089, Muk,Muk,,Muk,,,89,,089 - Muk,089,Poison,,I - Kanto,https://img.pokemondb.net/artwork/large/muk.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,https://bulbapedia.bulbagarden.net/wiki/File:089Muk.png
089,Alolan Muk,Muk Alola,,Muk,Alola,,89,,089 - Muk Alola,089,Poison,Dark,I - Kanto,https://img.pokemondb.net/artwork/large/muk-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,https://bulbapedia.bulbagarden.net/wiki/File:089Muk-Alola.png
090, Shellder,Shellder,,Shellder,,,90,,090 - Shellder,090,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/shellder.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png,https://bulbapedia.bulbagarden.net/wiki/File:090Shellder.png
091, Cloyster,Cloyster,,Cloyster,,,91,,091 - Cloyster,091,Water,Ice,I - Kanto,https://img.pokemondb.net/artwork/large/cloyster.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png,https://bulbapedia.bulbagarden.net/wiki/File:091Cloyster.png
092, Gastly,Gastly,,Gastly,,,92,,092 - Gastly,092,Ghost,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/gastly.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png,https://bulbapedia.bulbagarden.net/wiki/File:092Gastly.png
093, Haunter,Haunter,,Haunter,,,93,,093 - Haunter,093,Ghost,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/haunter.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png,https://bulbapedia.bulbagarden.net/wiki/File:093Haunter.png
094, Gengar,Gengar,,Gengar,,,94,,094 - Gengar,094,Ghost,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/gengar.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,https://bulbapedia.bulbagarden.net/wiki/File:094Gengar.png
094,Gigantamax Gengar,Gengar Gigantamax,,Gengar,Gigantamax,,94,,094 - Gengar Gigantamax,094,Ghost,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/gengar-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,https://bulbapedia.bulbagarden.net/wiki/File:094Gengar-Gigantamax.png
094,Mega Gengar,Gengar Mega,,Gengar,Mega,,94,,094 - Gengar Mega,094,Ghost,Poison,I - Kanto,https://img.pokemondb.net/artwork/large/gengar-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,https://bulbapedia.bulbagarden.net/wiki/File:094Gengar-Mega.png
095, Onix,Onix,,Onix,,,95,x,095 - Onix,095,Rock,Ground,I - Kanto,https://img.pokemondb.net/artwork/large/onix.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png,https://bulbapedia.bulbagarden.net/wiki/File:095Onix.png
096, Drowzee,Drowzee,,Drowzee,,,96,,096 - Drowzee,096,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/drowzee.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png,https://bulbapedia.bulbagarden.net/wiki/File:096Drowzee.png
097, Hypno,Hypno,,Hypno,,,97,,097 - Hypno,097,Psychic,,I - Kanto,https://img.pokemondb.net/artwork/large/hypno.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png,https://bulbapedia.bulbagarden.net/wiki/File:097Hypno.png
098, Krabby,Krabby,,Krabby,,,98,,098 - Krabby,098,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/krabby.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png,https://bulbapedia.bulbagarden.net/wiki/File:098Krabby.png
099, Kingler,Kingler,,Kingler,,,99,,099 - Kingler,099,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/kingler.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,https://bulbapedia.bulbagarden.net/wiki/File:099Kingler.png
099,Gigantamax Kingler,Kingler Gigantamax,,Kingler,Gigantamax,,99,,099 - Kingler Gigantamax,099,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/kingler-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,https://bulbapedia.bulbagarden.net/wiki/File:099Kingler-Gigantamax.png
100, Voltorb,Voltorb,,Voltorb,,,100,,100 - Voltorb,100,Electric,,I - Kanto,https://img.pokemondb.net/artwork/large/voltorb.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,https://bulbapedia.bulbagarden.net/wiki/File:100Voltorb.png
100,Hisuian Voltorb,Voltorb Hisui,,Voltorb,Hisui,,100,,100 - Voltorb Hisui,100,Electric,,I - Kanto,https://img.pokemondb.net/artwork/large/voltorb-hisui.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,https://bulbapedia.bulbagarden.net/wiki/File:100Voltorb-Hisui.png
101, Electrode,Electrode,,Electrode,,,101,,101 - Electrode,101,Electric,,I - Kanto,https://img.pokemondb.net/artwork/large/electrode.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,https://bulbapedia.bulbagarden.net/wiki/File:101Electrode.png
101,Hisuian Electrode,Electrode Hisui,,Electrode,Hisui,,101,,101 - Electrode Hisui,101,Electric,,I - Kanto,https://img.pokemondb.net/artwork/large/electrode-hisui.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,https://bulbapedia.bulbagarden.net/wiki/File:101Electrode-Hisui.png
102, Exeggcute,Exeggcute,,Exeggcute,,,102,,102 - Exeggcute,102,Grass,Psychic,I - Kanto,https://img.pokemondb.net/artwork/large/exeggcute.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png,https://bulbapedia.bulbagarden.net/wiki/File:102Exeggcute.png
038, Ninetales,Ninetales,,Ninetales,,,38,x,038 - Ninetales,038,Fire,,I - Kanto,https://img.pokemondb.net/artwork/large/ninetales.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038.png,https://bulbapedia.bulbagarden.net/wiki/File:038Ninetales.png
038,Alolan Ninetales,Ninetales Alola,,Ninetales,Alola,,38,x,038 - Ninetales Alola,038,Fire,,I - Kanto,https://img.pokemondb.net/artwork/large/ninetales-alola.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038.png,https://bulbapedia.bulbagarden.net/wiki/File:038Ninetales-Alola.png
104, Cubone,Cubone,,Cubone,,,104,,104 - Cubone,104,Ground,,I - Kanto,https://img.pokemondb.net/artwork/large/cubone.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png,https://bulbapedia.bulbagarden.net/wiki/File:104Cubone.png
077, Ponyta,Ponyta,,Ponyta,,,77,x,077 - Ponyta,077,Fire,,I - Kanto,https://img.pokemondb.net/artwork/large/ponyta.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,https://bulbapedia.bulbagarden.net/wiki/File:077Ponyta.png
077,Galarian Ponyta,Ponyta Galar,,Ponyta,Galar,,77,x,077 - Ponyta Galar,077,Fire,,I - Kanto,https://img.pokemondb.net/artwork/large/ponyta-galar.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,https://bulbapedia.bulbagarden.net/wiki/File:077Ponyta-Galar.png
106, Hitmonlee,Hitmonlee,,Hitmonlee,,,106,,106 - Hitmonlee,106,Fighting,,I - Kanto,https://img.pokemondb.net/artwork/large/hitmonlee.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png,https://bulbapedia.bulbagarden.net/wiki/File:106Hitmonlee.png
107, Hitmonchan,Hitmonchan,,Hitmonchan,,,107,,107 - Hitmonchan,107,Fighting,,I - Kanto,https://img.pokemondb.net/artwork/large/hitmonchan.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png,https://bulbapedia.bulbagarden.net/wiki/File:107Hitmonchan.png
108, Lickitung,Lickitung,,Lickitung,,,108,,108 - Lickitung,108,Normal,,I - Kanto,https://img.pokemondb.net/artwork/large/lickitung.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png,https://bulbapedia.bulbagarden.net/wiki/File:108Lickitung.png
109, Koffing,Koffing,,Koffing,,,109,,109 - Koffing,109,Poison,,I - Kanto,https://img.pokemondb.net/artwork/large/koffing.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png,https://bulbapedia.bulbagarden.net/wiki/File:109Koffing.png
026, Raichu,Raichu,,Raichu,,,26,x,026 - Raichu,026,Electric,,I - Kanto,https://img.pokemondb.net/artwork/large/raichu.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png,https://bulbapedia.bulbagarden.net/wiki/File:026Raichu.png
111, Rhyhorn,Rhyhorn,,Rhyhorn,,,111,,111 - Rhyhorn,111,Ground,Rock,I - Kanto,https://img.pokemondb.net/artwork/large/rhyhorn.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png,https://bulbapedia.bulbagarden.net/wiki/File:111Rhyhorn.png
112, Rhydon,Rhydon,,Rhydon,,,112,,112 - Rhydon,112,Ground,Rock,I - Kanto,https://img.pokemondb.net/artwork/large/rhydon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png,https://bulbapedia.bulbagarden.net/wiki/File:112Rhydon.png
113, Chansey,Chansey,,Chansey,,,113,x,113 - Chansey,113,Normal,,I - Kanto,https://img.pokemondb.net/artwork/large/chansey.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png,https://bulbapedia.bulbagarden.net/wiki/File:113Chansey.png
114, Tangela,Tangela,,Tangela,,,114,,114 - Tangela,114,Grass,,I - Kanto,https://img.pokemondb.net/artwork/large/tangela.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png,https://bulbapedia.bulbagarden.net/wiki/File:114Tangela.png
115, Kangaskhan,Kangaskhan,,Kangaskhan,,,115,,115 - Kangaskhan,115,Normal,,I - Kanto,https://img.pokemondb.net/artwork/large/kangaskhan.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,https://bulbapedia.bulbagarden.net/wiki/File:115Kangaskhan.png
115,Mega Kangaskhan,Kangaskhan Mega,,Kangaskhan,Mega,,115,,115 - Kangaskhan Mega,115,Normal,,I - Kanto,https://img.pokemondb.net/artwork/large/kangaskhan-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,https://bulbapedia.bulbagarden.net/wiki/File:115Kangaskhan-Mega.png
116, Horsea,Horsea,,Horsea,,,116,x,116 - Horsea,116,Water,,I - Kanto,https://img.pokemondb.net/artwork/large/horsea.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png,https://bulbapedia.bulbagarden.net/wiki/File:116Horsea.png
